trial_order,trial_type,participant,word,modality,answer,correction,sessionID,exp_part,dyad,pcnID
67,target,1,walgen,geluiden,goor,1,12_2,2,12,6
68,target,1,walgen,geluiden,stinken,2,12_2,2,12,6
69,target,1,hoorn,geluiden,vrachtwagen,0,12_2,2,12,6
70,target,1,hoorn,geluiden,motor,1,12_2,2,12,6
71,target,1,hoorn,geluiden,trombone,2,12_2,2,12,6
72,target,1,oud,geluiden,ziek,0,12_2,2,12,6
73,target,1,oud,geluiden,verbaast,1,12_2,2,12,6
74,target,1,oud,geluiden,wakker worden,2,12_2,2,12,6
75,target,1,ziek,geluiden,ziek,0,12_2,2,12,6
76,target,1,kruipen,geluiden,baby,0,12_2,2,12,6
77,target,1,kruipen,geluiden,brabbelen,1,12_2,2,12,6
78,target,1,kruipen,geluiden,kindje,2,12_2,2,12,6
79,target,1,vechten,geluiden,vechten,0,12_2,2,12,6
80,target,1,kotsen,geluiden,overgeven,0,12_2,2,12,6
81,target,1,kotsen,geluiden,braken,1,12_2,2,12,6
82,target,1,kotsen,geluiden,misselijk,2,12_2,2,12,6
83,practice,0,zwaaien,combinatie,hallo,0,12_2,2,12,5
84,practice,0,zwaaien,combinatie,zwaaien,1,12_2,2,12,5
85,practice,0,telefoon,combinatie,bellen,0,12_2,2,12,5
86,practice,0,telefoon,combinatie,telefoon,1,12_2,2,12,5
87,target,0,groot,combinatie,hoog,0,12_2,2,12,5
88,target,0,groot,combinatie,groot,1,12_2,2,12,5
89,target,0,zoemen,combinatie,mug,0,12_2,2,12,5
90,target,0,zoemen,combinatie,zoemen,1,12_2,2,12,5
91,target,0,vuur,combinatie,mes,0,12_2,2,12,5
92,target,0,vuur,combinatie,lucifer,1,12_2,2,12,5
93,target,0,vuur,combinatie,aansteker,2,12_2,2,12,5
94,target,0,regen,combinatie,regen,0,12_2,2,12,5
95,target,0,verdrietig,combinatie,huilen,0,12_2,2,12,5
96,target,0,verdrietig,combinatie,tranen,1,12_2,2,12,5
97,target,0,verdrietig,combinatie,verdrietig,2,12_2,2,12,5
98,target,0,springen,combinatie,springen,0,12_2,2,12,5
99,target,0,zuigen,combinatie,zuigen,0,12_2,2,12,5
100,practice,1,vliegtuig,combinatie,vliege,0,12_2,2,12,6
101,practice,1,vliegtuig,combinatie,vliegtuig,1,12_2,2,12,6
102,practice,1,juichen,combinatie,juichen,0,12_2,2,12,6
103,target,1,vlieg,combinatie,bij,0,12_2,2,12,6
104,target,1,vlieg,combinatie,vlieg,1,12_2,2,12,6
105,target,1,blij,combinatie,blij,0,12_2,2,12,6
106,target,1,luidruchtig,combinatie,drummen,0,12_2,2,12,6
107,target,1,luidruchtig,combinatie,druk,1,12_2,2,12,6
108,target,1,luidruchtig,combinatie,kalmeren,2,12_2,2,12,6
109,target,1,zout,combinatie,kruiden,0,12_2,2,12,6
110,target,1,zout,combinatie,zout,1,12_2,2,12,6
111,target,1,stil,combinatie,stil,0,12_2,2,12,6
112,target,1,vangen,combinatie,vangen,0,12_2,2,12,6
113,target,1,grommen,combinatie,grommen,0,12_2,2,12,6
1,practice,0,comfortabel,geluiden,genieten,0,13_1,1,13,7
2,practice,0,olifant,geluiden,vliegen,0,13_1,1,13,7
3,target,0,groot,geluiden,spook,0,13_1,1,13,7
4,target,0,vogel,geluiden,bos,0,13_1,1,13,7
5,target,0,stil,geluiden,stilte,0,13_1,1,13,7
6,target,0,langzaam,geluiden,mediteren,0,13_1,1,13,7
7,target,0,vallen,geluiden,vallen,0,13_1,1,13,7
8,target,0,slaan,geluiden,pistool,0,13_1,1,13,7
9,target,0,staan,geluiden,svhieten,0,13_1,1,13,7
10,practice,1,dansen,geluiden,zingen,0,13_1,1,13,8
11,practice,1,snijden,geluiden,snijden,0,13_1,1,13,8
12,target,1,walgen,geluiden,vies,0,13_1,1,13,8
13,target,1,vuur,geluiden,rijden,0,13_1,1,13,8
14,target,1,heet,geluiden,wind,0,13_1,1,13,8
15,target,1,bliksem,geluiden,stampen,0,13_1,1,13,8
16,target,1,eten,geluiden,eten,0,13_1,1,13,8
17,target,1,ruiken,geluiden,stilte,0,13_1,1,13,8
18,target,1,gooien,geluiden,onweer,0,13_1,1,13,8
19,practice,0,rijk,combinatie,rijk,0,13_1,1,13,7
20,practice,0,auto,combinatie,rijden,0,13_1,1,13,7
21,target,0,boos,combinatie,boos,0,13_1,1,13,7
22,target,0,ei,combinatie,ei,0,13_1,1,13,7
23,target,0,niet,combinatie,straffen,0,13_1,1,13,7
24,target,0,ademen,combinatie,moe,0,13_1,1,13,7
25,target,0,lachen,combinatie,lachen,0,13_1,1,13,7
26,target,0,likken,combinatie,likken,0,13_1,1,13,7
27,target,0,fluisteren,combinatie,fluisteren,0,13_1,1,13,7
28,practice,1,haasten,combinatie,rennen,0,13_1,1,13,8
29,practice,1,bloem,combinatie,vuurwerk,0,13_1,1,13,8
30,target,1,zoemen,combinatie,insect,0,13_1,1,13,8
31,target,1,koud,combinatie,koud,0,13_1,1,13,8
32,target,1,goed,combinatie,goed,0,13_1,1,13,8
33,target,1,slang,combinatie,slang,0,13_1,1,13,8
34,target,1,grommen,combinatie,boos,0,13_1,1,13,8
35,target,1,horen,combinatie,luisteren,0,13_1,1,13,8
36,target,1,rennen,combinatie,sprinten,0,13_1,1,13,8
37,practice,0,knippen,gebaren,knippen,0,13_1,1,13,7
38,practice,0,gek,gebaren,clown,0,13_1,1,13,7
39,target,0,ik,gebaren,ik,0,13_1,1,13,7
40,target,0,ver,gebaren,zoeken,0,13_1,1,13,7
41,target,0,blij,gebaren,blij,0,13_1,1,13,7
42,target,0,oud,gebaren,oud,0,13_1,1,13,7
43,target,0,zuur,gebaren,vies,0,13_1,1,13,7
44,target,0,blazen,gebaren,blazen,0,13_1,1,13,7
45,target,0,kruipen,gebaren,kruipen,0,13_1,1,13,7
46,practice,1,koken,gebaren,koken,0,13_1,1,13,8
47,practice,1,leeg,gebaren,zoeken,0,13_1,1,13,8
48,target,1,hoorn,gebaren,megafoon,0,13_1,1,13,8
49,target,1,geur,gebaren,ruiken,0,13_1,1,13,8
50,target,1,klein,gebaren,peuter,0,13_1,1,13,8
51,target,1,onweer,gebaren,schuilen,0,13_1,1,13,8
52,target,1,jagen,gebaren,oorlog,0,13_1,1,13,8
53,target,1,springen,gebaren,springen,0,13_1,1,13,8
54,target,1,kotsen,gebaren,overgeven,0,13_1,1,13,8
1,practice,0,telefoon,geluiden,ringtoon,0,13_2,2,13,7
2,practice,0,telefoon,geluiden,telefoon,1,13_2,2,13,7
3,practice,0,zwaaien,geluiden,wind,0,13_2,2,13,7
4,practice,0,zwaaien,geluiden,spugen,1,13_2,2,13,7
5,practice,0,zwaaien,geluiden,springen,2,13_2,2,13,7
6,target,0,bitter,geluiden,koud,0,13_2,2,13,7
7,target,0,bitter,geluiden,vies,1,13_2,2,13,7
8,target,0,bitter,geluiden,vuil,2,13_2,2,13,7
9,target,0,snel,geluiden,zwaaien,0,13_2,2,13,7
10,target,0,snel,geluiden,gooien,1,13_2,2,13,7
11,target,0,snel,geluiden,springen,2,13_2,2,13,7
12,target,0,misschien,geluiden,blij,0,13_2,2,13,7
13,target,0,misschien,geluiden,denken,1,13_2,2,13,7
14,target,0,misschien,geluiden,genieten,2,13_2,2,13,7
15,target,0,zout,geluiden,vies,0,13_2,2,13,7
16,target,0,zout,geluiden,koud,1,13_2,2,13,7
17,target,0,zout,geluiden,storm,2,13_2,2,13,7
18,target,0,zoet,geluiden,blij,0,13_2,2,13,7
19,target,0,zoet,geluiden,baby,1,13_2,2,13,7
20,target,0,zoet,geluiden,voeden,2,13_2,2,13,7
21,target,0,drinken,geluiden,drinken,0,13_2,2,13,7
22,target,0,lopen,geluiden,hard,0,13_2,2,13,7
23,target,0,lopen,geluiden,eten,1,13_2,2,13,7
24,target,0,lopen,geluiden,pittig,2,13_2,2,13,7
25,practice,1,fiets,geluiden,muziek,0,13_2,2,13,8
26,practice,1,fiets,geluiden,melodie,1,13_2,2,13,8
27,practice,1,fiets,geluiden,bel,2,13_2,2,13,8
28,practice,1,juichen,geluiden,juichen,0,13_2,2,13,8
29,target,1,luidruchtig,geluiden,langaam,0,13_2,2,13,8
30,target,1,luidruchtig,geluiden,neurien,1,13_2,2,13,8
31,target,1,luidruchtig,geluiden,hoog,2,13_2,2,13,8
32,target,1,man,geluiden,eten,0,13_2,2,13,8
33,target,1,man,geluiden,brommen,1,13_2,2,13,8
34,target,1,man,geluiden,boos,2,13_2,2,13,8
35,target,1,verdrietig,geluiden,huilen,0,13_2,2,13,8
36,target,1,verdrietig,geluiden,verdrietig,1,13_2,2,13,8
37,target,1,scherp,geluiden,pijn,0,13_2,2,13,8
38,target,1,scherp,geluiden,verwonding,1,13_2,2,13,8
39,target,1,scherp,geluiden,bezeren,2,13_2,2,13,8
40,target,1,sterk,geluiden,boos,0,13_2,2,13,8
41,target,1,sterk,geluiden,brood,1,13_2,2,13,8
42,target,1,sterk,geluiden,hond,2,13_2,2,13,8
43,target,1,bijten,geluiden,hond,0,13_2,2,13,8
44,target,1,bijten,geluiden,bal,1,13_2,2,13,8
45,target,1,bijten,geluiden,brommen,2,13_2,2,13,8
46,target,1,zuigen,geluiden,slurpen,0,13_2,2,13,8
47,target,1,zuigen,geluiden,zuigen,1,13_2,2,13,8
48,practice,0,bal,gebaren,bal,0,13_2,2,13,7
49,practice,0,glimlach,gebaren,blij,0,13_2,2,13,7
50,practice,0,glimlach,gebaren,vrolijk,1,13_2,2,13,7
51,practice,0,glimlach,gebaren,gelukkig,2,13_2,2,13,7
52,target,0,kat,gebaren,hond,0,13_2,2,13,7
53,target,0,kat,gebaren,kat,1,13_2,2,13,7
54,target,0,dood,gebaren,dood,0,13_2,2,13,7
55,target,0,hond,gebaren,hond,0,13_2,2,13,7
56,target,0,ziek,gebaren,ziek,0,13_2,2,13,7
57,target,0,vangen,gebaren,vangen,0,13_2,2,13,7
58,target,0,huilen,gebaren,verdrietig,0,13_2,2,13,7
59,target,0,huilen,gebaren,huilen,1,13_2,2,13,7
60,target,0,weten,gebaren,denken,0,13_2,2,13,7
61,target,0,weten,gebaren,onthouden,1,13_2,2,13,7
62,target,0,weten,gebaren,nadenken,2,13_2,2,13,7
63,practice,1,zingen,gebaren,zingen,0,13_2,2,13,8
64,practice,1,vliegtuig,gebaren,vliegen,0,13_2,2,13,8
65,practice,1,vliegtuig,gebaren,zweven,1,13_2,2,13,8
66,practice,1,vliegtuig,gebaren,vliegtuig,2,13_2,2,13,8
67,target,1,vis,gebaren,vis,0,13_2,2,13,8
68,target,1,zwaar,gebaren,dik,0,13_2,2,13,8
69,target,1,zwaar,gebaren,zwaar,1,13_2,2,13,8
70,target,1,berg,gebaren,heuvel,0,13_2,2,13,8
71,target,1,berg,gebaren,berg,1,13_2,2,13,8
72,target,1,piepen,gebaren,kinderen,0,13_2,2,13,8
73,target,1,piepen,gebaren,kip,1,13_2,2,13,8
74,target,1,piepen,gebaren,kakelen,2,13_2,2,13,8
75,target,1,verbranden,gebaren,verbranden,0,13_2,2,13,8
76,target,1,slapen,gebaren,slapen,0,13_2,2,13,8
77,target,1,water,gebaren,water,0,13_2,2,13,8
78,practice,0,sneeuw,combinatie,waterval,0,13_2,2,13,7
79,practice,0,sneeuw,combinatie,regen,1,13_2,2,13,7
80,practice,0,sneeuw,combinatie,sneeuw,2,13_2,2,13,7
81,practice,0,geheim,combinatie,stil,0,13_2,2,13,7
82,practice,0,geheim,combinatie,geheim,1,13_2,2,13,7
83,target,0,bang,combinatie,bang,0,13_2,2,13,7
84,target,0,staart,combinatie,muts,0,13_2,2,13,7
85,target,0,staart,combinatie,dragen,1,13_2,2,13,7
86,target,0,staart,combinatie,helm,2,13_2,2,13,7
87,target,0,dik,combinatie,dik,0,13_2,2,13,7
88,target,0,kauwen,combinatie,eten,0,13_2,2,13,7
89,target,0,kauwen,combinatie,smakken,1,13_2,2,13,7
90,target,0,kauwen,combinatie,kauwen,2,13_2,2,13,7
91,target,0,vechten,combinatie,vechten,0,13_2,2,13,7
92,target,0,vliegen,combinatie,vliegen,0,13_2,2,13,7
93,target,0,geven,combinatie,geven,0,13_2,2,13,7
94,practice,1,klok,combinatie,klok,0,13_2,2,13,8
95,practice,1,eend,combinatie,eend,0,13_2,2,13,8
96,target,1,kind,combinatie,moedergans,0,13_2,2,13,8
97,target,1,kind,combinatie,kind,1,13_2,2,13,8
98,target,1,vrouw,combinatie,irritant,0,13_2,2,13,8
99,target,1,vrouw,combinatie,meisje,1,13_2,2,13,8
100,target,1,vrouw,combinatie,vrouw,2,13_2,2,13,8
101,target,1,vlieg,combinatie,vliegtuig,0,13_2,2,13,8
102,target,1,vlieg,combinatie,vlieg,1,13_2,2,13,8
103,target,1,hoog,combinatie,hoog,0,13_2,2,13,8
104,target,1,regen,combinatie,regen,0,13_2,2,13,8
105,target,1,zwemmen,combinatie,zwemmen,0,13_2,2,13,8
106,target,1,wind,combinatie,raken,0,13_2,2,13,8
107,target,1,wind,combinatie,fohnen,1,13_2,2,13,8
108,target,1,wind,combinatie,wind,2,13_2,2,13,8
1,practice,0,snijden,combinatie,zagen,0,14_1,1,14,9
2,practice,0,rijk,combinatie,uitgeven,0,14_1,1,14,9
3,target,0,kind,combinatie,troosten,0,14_1,1,14,9
4,target,0,vlieg,combinatie,vliegen,0,14_1,1,14,9
5,target,0,bliksem,combinatie,vallen,0,14_1,1,14,9
6,target,0,klein,combinatie,hurken,0,14_1,1,14,9
7,target,0,zuur,combinatie,afkeer,0,14_1,1,14,9
8,target,0,jagen,combinatie,schieten,0,14_1,1,14,9
9,target,0,ruiken,combinatie,ruiken,0,14_1,1,14,9
10,practice,1,comfortabel,combinatie,nadenken,0,14_1,1,14,10
11,practice,1,olifant,combinatie,olifant,0,14_1,1,14,10
12,target,1,walgen,combinatie,vies,0,14_1,1,14,10
13,target,1,hond,combinatie,hond,0,14_1,1,14,10
14,target,1,bang,combinatie,schrikken,0,14_1,1,14,10
15,target,1,bijten,combinatie,bijten,0,14_1,1,14,10
16,target,1,springen,combinatie,springen,0,14_1,1,14,10
17,target,1,staan,combinatie,wachten,0,14_1,1,14,10
18,target,1,kotsen,combinatie,overgeven,0,14_1,1,14,10
19,practice,0,haasten,geluiden,rennen,0,14_1,1,14,9
20,practice,0,auto,geluiden,rijden,0,14_1,1,14,9
21,target,0,hoorn,geluiden,leger,0,14_1,1,14,9
22,target,0,verdrietig,geluiden,huilen,0,14_1,1,14,9
23,target,0,scherp,geluiden,slijpen,0,14_1,1,14,9
24,target,0,onweer,geluiden,schieten,0,14_1,1,14,9
25,target,0,vliegen,geluiden,wind,0,14_1,1,14,9
26,target,0,slapen,geluiden,slapen,0,14_1,1,14,9
27,target,0,lopen,geluiden,wachten,0,14_1,1,14,9
28,practice,1,leeg,geluiden,wind,0,14_1,1,14,10
29,practice,1,koken,geluiden,muis,0,14_1,1,14,10
30,target,1,vogel,geluiden,vogel,0,14_1,1,14,10
31,target,1,dood,geluiden,vies,0,14_1,1,14,10
32,target,1,snel,geluiden,pijl,0,14_1,1,14,10
33,target,1,vis,geluiden,vis,0,14_1,1,14,10
34,target,1,slang,geluiden,slang,0,14_1,1,14,10
35,target,1,piepen,geluiden,remmen,0,14_1,1,14,10
36,target,1,likken,geluiden,opzuigen,0,14_1,1,14,10
37,practice,0,bloem,gebaren,roken,0,14_1,1,14,9
38,practice,0,knippen,gebaren,knippen,0,14_1,1,14,9
39,target,0,ver,gebaren,zoeken,0,14_1,1,14,9
40,target,0,vrouw,gebaren,flirten,0,14_1,1,14,9
41,target,0,stil,gebaren,stil,0,14_1,1,14,9
42,target,0,blazen,gebaren,blazen,0,14_1,1,14,9
43,target,0,kauwen,gebaren,eten,0,14_1,1,14,9
44,target,0,vallen,gebaren,vallen,0,14_1,1,14,9
45,target,0,weten,gebaren,denken,0,14_1,1,14,9
46,practice,1,gek,gebaren,gek,0,14_1,1,14,10
47,practice,1,dansen,gebaren,dansen,0,14_1,1,14,10
48,target,1,goed,gebaren,goed,0,14_1,1,14,10
49,target,1,zoet,gebaren,lekker,0,14_1,1,14,10
50,target,1,kruipen,gebaren,graven,0,14_1,1,14,10
51,target,1,grommen,gebaren,klauwen,0,14_1,1,14,10
52,target,1,slaan,gebaren,slaan,0,14_1,1,14,10
53,target,1,lachen,gebaren,lachen,0,14_1,1,14,10
54,target,1,zuigen,gebaren,zuigen,0,14_1,1,14,10
1,practice,0,bal,combinatie,basketballen,0,14_2,2,14,9
2,practice,0,bal,combinatie,rugby,1,14_2,2,14,9
3,practice,0,bal,combinatie,sporten,2,14_2,2,14,9
4,practice,0,fiets,combinatie,fietsen,0,14_2,2,14,9
5,practice,0,fiets,combinatie,fiets,1,14_2,2,14,9
6,target,0,ei,combinatie,kip,0,14_2,2,14,9
7,target,0,ei,combinatie,boerderij,1,14_2,2,14,9
8,target,0,ei,combinatie,ei,2,14_2,2,14,9
9,target,0,zwaar,combinatie,tillen,0,14_2,2,14,9
10,target,0,zwaar,combinatie,uitgeput,1,14_2,2,14,9
11,target,0,zwaar,combinatie,zwaar,2,14_2,2,14,9
12,target,0,hoog,combinatie,hoog,0,14_2,2,14,9
13,target,0,man,combinatie,sterk,0,14_2,2,14,9
14,target,0,man,combinatie,stoer,1,14_2,2,14,9
15,target,0,man,combinatie,man,2,14_2,2,14,9
16,target,0,langzaam,combinatie,langzaam,0,14_2,2,14,9
17,target,0,drinken,combinatie,drinken,0,14_2,2,14,9
18,target,0,wind,combinatie,vlieger,0,14_2,2,14,9
19,target,0,wind,combinatie,wind,1,14_2,2,14,9
20,practice,1,eend,combinatie,eend,0,14_2,2,14,10
21,practice,1,klok,combinatie,tandwiel,0,14_2,2,14,10
22,practice,1,klok,combinatie,klok,1,14_2,2,14,10
23,target,1,blij,combinatie,goed,0,14_2,2,14,10
24,target,1,blij,combinatie,lach,1,14_2,2,14,10
25,target,1,blij,combinatie,blij,2,14_2,2,14,10
26,target,1,oud,combinatie,oud,0,14_2,2,14,10
27,target,1,ziek,combinatie,griep,0,14_2,2,14,10
28,target,1,ziek,combinatie,ziek,1,14_2,2,14,10
29,target,1,verbranden,combinatie,kastje,0,14_2,2,14,10
30,target,1,verbranden,combinatie,heet,1,14_2,2,14,10
31,target,1,verbranden,combinatie,pijn,2,14_2,2,14,10
32,target,1,vangen,combinatie,vangen,0,14_2,2,14,10
33,target,1,zwemmen,combinatie,zwemmen,0,14_2,2,14,10
34,target,1,fluisteren,combinatie,fluisteren,0,14_2,2,14,10
35,practice,0,sneeuw,gebaren,sneeuw,0,14_2,2,14,9
36,practice,0,zwaaien,gebaren,begroeten,0,14_2,2,14,9
37,practice,0,zwaaien,gebaren,zwaaien,1,14_2,2,14,9
38,target,0,boos,gebaren,boos,0,14_2,2,14,9
39,target,0,groot,gebaren,groot,0,14_2,2,14,9
40,target,0,kat,gebaren,kat,0,14_2,2,14,9
41,target,0,berg,gebaren,berg,0,14_2,2,14,9
42,target,0,sterk,gebaren,sterk,0,14_2,2,14,9
43,target,0,eten,gebaren,eten,0,14_2,2,14,9
44,target,0,horen,gebaren,horen,0,14_2,2,14,9
45,practice,1,vliegtuig,gebaren,vliegen,0,14_2,2,14,10
46,practice,1,vliegtuig,gebaren,vliegtuig,1,14_2,2,14,10
47,practice,1,telefoon,gebaren,bellen,0,14_2,2,14,10
48,practice,1,telefoon,gebaren,telefoon,1,14_2,2,14,10
49,target,1,bitter,gebaren,vies,0,14_2,2,14,10
50,target,1,bitter,gebaren,zuur,1,14_2,2,14,10
51,target,1,bitter,gebaren,vies eten,2,14_2,2,14,10
52,target,1,koud,gebaren,koud,0,14_2,2,14,10
53,target,1,geur,gebaren,bloem,0,14_2,2,14,10
54,target,1,geur,gebaren,ruiken,1,14_2,2,14,10
55,target,1,geur,gebaren,parfum,2,14_2,2,14,10
56,target,1,regen,gebaren,regen,0,14_2,2,14,10
57,target,1,staart,gebaren,staart,0,14_2,2,14,10
58,target,1,rennen,gebaren,rennen,0,14_2,2,14,10
59,target,1,water,gebaren,drinken,0,14_2,2,14,10
60,target,1,water,gebaren,schenken,1,14_2,2,14,10
61,target,1,water,gebaren,drank,2,14_2,2,14,10
62,practice,0,geheim,geluiden,fluisteren,0,14_2,2,14,9
63,practice,0,geheim,geluiden,stilte,1,14_2,2,14,9
64,practice,0,geheim,geluiden,stil,2,14_2,2,14,9
65,practice,0,juichen,geluiden,winnen,0,14_2,2,14,9
66,practice,0,juichen,geluiden,juichen,1,14_2,2,14,9
67,target,0,heet,geluiden,blazen,0,14_2,2,14,9
68,target,0,heet,geluiden,moe,1,14_2,2,14,9
69,target,0,heet,geluiden,afkeer,2,14_2,2,14,9
70,target,0,niet,geluiden,nee,0,14_2,2,14,9
71,target,0,niet,geluiden,stoppen,1,14_2,2,14,9
72,target,0,niet,geluiden,stop,2,14_2,2,14,9
73,target,0,zout,geluiden,zagen,0,14_2,2,14,9
74,target,0,zout,geluiden,eten,1,14_2,2,14,9
75,target,0,zout,geluiden,spugen,2,14_2,2,14,9
76,target,0,dik,geluiden,overgeven,0,14_2,2,14,9
77,target,0,dik,geluiden,springen,1,14_2,2,14,9
78,target,0,dik,geluiden,wachten,2,14_2,2,14,9
79,target,0,huilen,geluiden,huilen,0,14_2,2,14,9
80,target,0,vechten,geluiden,vechten,0,14_2,2,14,9
81,target,0,gooien,geluiden,snel,0,14_2,2,14,9
82,target,0,gooien,geluiden,vliegtuig,1,14_2,2,14,9
83,target,0,gooien,geluiden,vliegen,2,14_2,2,14,9
84,practice,1,glimlach,geluiden,piep,0,14_2,2,14,10
85,practice,1,glimlach,geluiden,denken,1,14_2,2,14,10
86,practice,1,glimlach,geluiden,weten,2,14_2,2,14,10
87,practice,1,zingen,geluiden,zinge,0,14_2,2,14,10
88,target,1,ik,geluiden,idee,0,14_2,2,14,10
89,target,1,ik,geluiden,vinden,1,14_2,2,14,10
90,target,1,ik,geluiden,praten,2,14_2,2,14,10
91,target,1,zoemen,geluiden,bij,0,14_2,2,14,10
92,target,1,zoemen,geluiden,zoemen,1,14_2,2,14,10
93,target,1,vuur,geluiden,kraken,0,14_2,2,14,10
94,target,1,vuur,geluiden,malen,1,14_2,2,14,10
95,target,1,vuur,geluiden,kruiden,2,14_2,2,14,10
96,target,1,luidruchtig,geluiden,gejuich,0,14_2,2,14,10
97,target,1,luidruchtig,geluiden,schreeuwen,1,14_2,2,14,10
98,target,1,luidruchtig,geluiden,joelen,2,14_2,2,14,10
99,target,1,misschien,geluiden,mening,0,14_2,2,14,10
100,target,1,misschien,geluiden,nadenken,1,14_2,2,14,10
101,target,1,misschien,geluiden,overwegen,2,14_2,2,14,10
102,target,1,ademen,geluiden,hijgen,0,14_2,2,14,10
103,target,1,ademen,geluiden,ademen,1,14_2,2,14,10
104,target,1,geven,geluiden,denken,0,14_2,2,14,10
105,target,1,geven,geluiden,snappen,1,14_2,2,14,10
106,target,1,geven,geluiden,instemmen,2,14_2,2,14,10
1,practice,0,auto,gebaren,autorijden,0,15_1,1,15,11
2,practice,0,haasten,gebaren,stress,0,15_1,1,15,11
3,target,0,bitter,gebaren,vies,0,15_1,1,15,11
4,target,0,hond,gebaren,hond,0,15_1,1,15,11
5,target,0,sterk,gebaren,sterk,0,15_1,1,15,11
6,target,0,zoet,gebaren,lekker,0,15_1,1,15,11
7,target,0,onweer,gebaren,vuurwerk,0,15_1,1,15,11
8,target,0,slaan,gebaren,boksen,0,15_1,1,15,11
9,target,0,kotsen,gebaren,overgeven,0,15_1,1,15,11
10,practice,1,knippen,gebaren,knippen,0,15_1,1,15,12
11,practice,1,rijk,gebaren,geld,0,15_1,1,15,12
12,target,1,ei,gebaren,ei,0,15_1,1,15,12
13,target,1,heet,gebaren,heet,0,15_1,1,15,12
14,target,1,bang,gebaren,verbaasd,0,15_1,1,15,12
15,target,1,blazen,gebaren,blazen,0,15_1,1,15,12
16,target,1,springen,gebaren,achtbaan,0,15_1,1,15,12
17,target,1,ruiken,gebaren,ruiken,0,15_1,1,15,12
18,target,1,fluisteren,gebaren,stilte,0,15_1,1,15,12
19,practice,0,snijden,geluiden,knippen,0,15_1,1,15,11
20,practice,0,gek,geluiden,schreeuwen,0,15_1,1,15,11
21,target,0,niet,geluiden,lekker,0,15_1,1,15,11
22,target,0,klein,geluiden,schattig,0,15_1,1,15,11
23,target,0,verbranden,geluiden,wind,0,15_1,1,15,11
24,target,0,grommen,geluiden,grommen,0,15_1,1,15,11
25,target,0,horen,geluiden,luisteren,0,15_1,1,15,11
26,target,0,zwemmen,geluiden,wind,0,15_1,1,15,11
27,target,0,lopen,geluiden,stappen,0,15_1,1,15,11
28,practice,1,leeg,geluiden,stilte,0,15_1,1,15,12
29,practice,1,bloem,geluiden,zoemen,0,15_1,1,15,12
30,target,1,vogel,geluiden,vogel,0,15_1,1,15,12
31,target,1,goed,geluiden,luisteren,0,15_1,1,15,12
32,target,1,kauwen,geluiden,smakken,0,15_1,1,15,12
33,target,1,vliegen,geluiden,wind,0,15_1,1,15,12
34,target,1,geven,geluiden,twijfel,0,15_1,1,15,12
35,target,1,weten,geluiden,begrijpen,0,15_1,1,15,12
36,target,1,staan,geluiden,schrik,0,15_1,1,15,12
37,practice,0,dansen,combinatie,dansen,0,15_1,1,15,11
38,practice,0,comfortabel,combinatie,warm,0,15_1,1,15,11
39,target,0,man,combinatie,man,0,15_1,1,15,11
40,target,0,zout,combinatie,flauw,0,15_1,1,15,11
41,target,0,slang,combinatie,slang,0,15_1,1,15,11
42,target,0,dik,combinatie,dik,0,15_1,1,15,11
43,target,0,bijten,combinatie,bijten,0,15_1,1,15,11
44,target,0,slapen,combinatie,slapen,0,15_1,1,15,11
45,target,0,wind,combinatie,wind,0,15_1,1,15,11
46,practice,1,koken,combinatie,koken,0,15_1,1,15,12
47,practice,1,olifant,combinatie,olifant,0,15_1,1,15,12
48,target,1,ik,combinatie,jijzelf,0,15_1,1,15,12
49,target,1,vuur,combinatie,openhaart,0,15_1,1,15,12
50,target,1,zwaar,combinatie,bewegen,0,15_1,1,15,12
51,target,1,drinken,combinatie,drinken,0,15_1,1,15,12
52,target,1,vechten,combinatie,boksen,0,15_1,1,15,12
53,target,1,likken,combinatie,ijsje,0,15_1,1,15,12
54,target,1,zuigen,combinatie,rietje,0,15_1,1,15,12
1,practice,0,zingen,combinatie,zingen,0,15_2,2,15,11
2,practice,0,telefoon,combinatie,telefoon,0,15_2,2,15,11
3,target,0,groot,combinatie,lang,0,15_2,2,15,11
4,target,0,groot,combinatie,groot,1,15_2,2,15,11
5,target,0,koud,combinatie,koud,0,15_2,2,15,11
6,target,0,luidruchtig,combinatie,zacht,0,15_2,2,15,11
7,target,0,luidruchtig,combinatie,luid,1,15_2,2,15,11
8,target,0,luidruchtig,combinatie,hard,2,15_2,2,15,11
9,target,0,misschien,combinatie,twijfelen,0,15_2,2,15,11
10,target,0,misschien,combinatie,misschien,1,15_2,2,15,11
11,target,0,kruipen,combinatie,kruipen,0,15_2,2,15,11
12,target,0,jagen,combinatie,soldaat,0,15_2,2,15,11
13,target,0,jagen,combinatie,speurhond,1,15_2,2,15,11
14,target,0,jagen,combinatie,overwinning,2,15_2,2,15,11
15,target,0,lachen,combinatie,lachen,0,15_2,2,15,11
16,practice,1,fiets,combinatie,fietsen,0,15_2,2,15,12
17,practice,1,fiets,combinatie,bellen,1,15_2,2,15,12
18,practice,1,fiets,combinatie,trappen,2,15_2,2,15,12
19,practice,1,juichen,combinatie,juichenlshift,0,15_2,2,15,12
20,target,1,vlieg,combinatie,bij,0,15_2,2,15,12
21,target,1,vlieg,combinatie,mug,1,15_2,2,15,12
22,target,1,vlieg,combinatie,vliegen,2,15_2,2,15,12
23,target,1,verdrietig,combinatie,huilen,0,15_2,2,15,12
